"","tconst","title","year","runtime","genres","averageRating","numVotes","average_age"
"24882","tt0117731","Star Trek: First Contact","1996","111","Action,Adventure,Drama",7.6,110182,46.5
"24886","tt0117737","Stealing Beauty","1996","118","Drama,Mystery,Romance",6.6,23830,52.5
"24888","tt0117765","Striptease","1996","115","Comedy,Crime,Drama",4.4,39927,48
"24891","tt0117768","The Stupids","1996","94","Adventure,Comedy",4.2,6139,24
"24893","tt0117774","The Substitute","1996","114","Action,Crime,Drama",5.9,10837,40.75
"24897","tt0117781","The Sunchaser","1996","122","Crime,Drama",6.2,3481,30.5
"24899","tt0117784","Sunset Park","1996","99","Drama,Sport",5.9,1421,26
"24901","tt0117786","Mr. Nice Guy","1997","88","Action,Comedy,Crime",6.2,23316,45
"24903","tt0117791","Surviving Picasso","1996","125","Biography,Drama,Romance",6.4,6506,63.5
"24905","tt0117797","Swallowtail Butterfly","1996","148","Crime,Drama",7.7,3078,31.5
"24907","tt0117802","Swingers","1996","96","Comedy,Drama",7.3,71074,28.3333333333333
"24910","tt0117808","Szamanka","1996","110","Drama,Horror,Mystery",5.9,1169,37.3333333333333
"24913","tt0117817","The Other Side of Sunday","1996","103","Comedy,Drama",7,1105,48
"24914","tt0117826","Bordello of Blood","1996","87","Comedy,Fantasy,Horror",5.3,12253,41
"24916","tt0117876","Tenchi the Movie - Tenchi Muyo in Love","1996","95","Adventure,Animation,Comedy",7.2,1301,48
"24918","tt0117883","Thesis","1996","125","Horror,Mystery,Thriller",7.4,32776,32
"24921","tt0117887","That Thing You Do!","1996","108","Comedy,Drama,Music",6.9,56899,33
"24923","tt0117891","A Thin Line Between Love and Hate","1996","108","Comedy,Crime,Drama",5.7,3844,29
"24925","tt0117894","Thinner","1996","93","Fantasy,Horror",5.7,25027,42.5
"24927","tt0117898","This World, Then the Fireworks","1997","100","Crime,Drama,Thriller",5.1,1021,7
"24928","tt0117905","Comrades: Almost a Love Story","1996","118","Drama,Romance",8.1,4161,36.5
"24930","tt0117909","Earth","1996","125","Drama,Romance",7.4,3457,35
"24932","tt0117913","A Time to Kill","1996","149","Crime,Drama,Thriller",7.4,119206,37.3333333333333
"24935","tt0117918","Tin Cup","1996","135","Comedy,Drama,Romance",6.3,42985,46
"24938","tt0117924","To Gillian on Her 37th Birthday","1996","93","Drama,Fantasy,Romance",5.8,4395,41
"24939","tt0117951","Trainspotting","1996","93","Drama",8.2,589179,24
"24943","tt0117958","Trees Lounge","1996","95","Comedy,Drama",7.2,12681,52
"24946","tt0117959","The Truce","1997","125","Drama,War",6.7,1493,41.25
"24950","tt0117965","The Trigger Effect","1996","94","Drama,Thriller",5.7,5588,31.3333333333333
"24953","tt0117968","Three Lives and Only One Death","1996","123","Comedy,Crime",7.1,1076,47.5
"24955","tt0117979","The Truth About Cats & Dogs","1996","97","Comedy,Romance",6.3,23997,27.5
"24957","tt0117983","Tu Chor Main Sipahi","1996","153","Action,Comedy,Drama",5.5,1177,27.5
"24959","tt0117991","Twelfth Night or What You Will","1996","134","Comedy,Drama,Romance",7.3,5332,34
"24961","tt0117998","Twister","1996","113","Adventure,Thriller",6.3,162113,37.5
"24963","tt0118001","Two Much","1995","118","Comedy,Romance",5.4,5011,48.5
"24965","tt0118002","Two If by Sea","1996","96","Comedy,Crime,Romance",5.2,5099,45
"24968","tt0118011","Premeditated Murder","1995","94","Drama,Romance",8.2,1362,25.5
"24970","tt0118015","Un air de famille","1996","110","Comedy,Drama",7.6,4083,44
"24972","tt0118018","A Couch in New York","1996","108","Comedy,Romance",6,1704,46
"24973","tt0118020","A Self-Made Hero","1996","107","Comedy,Drama",7.3,2462,47.5
"24975","tt0118040","Unforgettable","1996","117","Drama,Mystery,Sci-Fi",6,4554,46
"24978","tt0118043","The Ogre","1996","118","Drama",7,2193,54.3333333333333
"24981","tt0118044","Unhook the Stars","1996","103","Drama,Romance",6.6,1969,27.5
"24983","tt0118055","Up Close & Personal","1996","124","Drama,Romance",6.1,12712,54.5
"24985","tt0118064","The Van","1996","100","Comedy,Drama",6.8,3953,43
"24986","tt0118073","A Very Brady Sequel","1996","90","Comedy",5.7,9286,37.6666666666667
"24989","tt0118083","Vinterviken","1996","98","Crime,Drama,Romance",4.7,1506,27.3333333333333
"24992","tt0118100","Thieves","1996","117","Crime,Drama,Romance",6.9,1844,34
"24994","tt0118111","Waiting for Guffman","1996","84","Comedy",7.6,24864,52.5
"24996","tt0118117","The War at Home","1996","123","Drama",7.1,2118,45
"24998","tt0118138","Werner - Das muss kesseln!!!","1996","85","Action,Animation,Comedy",5.5,2791,51.3333333333333
"25001","tt0118158","White Squall","1996","129","Adventure,Drama",6.6,19963,40.6666666666667
"25004","tt0118163","The Whole Wide World","1996","111","Biography,Drama,Romance",7.2,3166,50
"25006","tt0118172","Mr. Toad's Wild Ride","1996","88","Adventure,Comedy,Family",6.3,2807,46.25
"25010","tt0118200","X","1996","100","Action,Animation,Fantasy",6.2,2359,29
"25012","tt0118301","Dead Man on Campus","1998","96","Comedy",6.1,12837,28
"25015","tt0118523","'Til There Was You","1997","113","Comedy,Romance",4.8,2529,36
"25016","tt0118531","One Eight Seven","1997","119","Drama,Thriller",6.7,20514,42.3333333333333
"25019","tt0118539","3 Ninjas: High Noon at Mega Mountain","1998","93","Action,Adventure,Comedy",2.8,10173,55
"25022","tt0118541","8 Heads in a Duffel Bag","1997","95","Adventure,Comedy,Crime",5.3,8995,46.3333333333333
"25025","tt0118548","Absolute Power","1997","121","Action,Crime,Drama",6.7,46223,60.3333333333333
"25028","tt0118554","Adam & Eva","1997","100","Comedy,Drama,Romance",6,2644,32
"25030","tt0118556","Addicted to Love","1997","100","Comedy,Romance",6.1,22231,39.5
"25032","tt0118564","Affliction","1997","114","Drama,Mystery,Thriller",7,13804,62.5
"25034","tt0118566","Afterglow","1997","119","Comedy,Drama,Romance",6.1,3105,40.5
"25036","tt0118570","Air Bud","1997","98","Comedy,Drama,Family",5.2,15158,40.3333333333333
"25039","tt0118571","Air Force One","1997","124","Action,Drama,Thriller",6.5,167126,47
"25041","tt0118577","An Alan Smithee Film: Burn Hollywood Burn","1997","86","Comedy",3.5,3189,45.25
"25045","tt0118583","Alien Resurrection","1997","109","Action,Horror,Sci-Fi",6.2,210817,44.5
"25047","tt0118586","All Over Me","1997","86","Crime,Drama,Romance",6.6,2996,23
"25049","tt0118588","All Stars","1997","115","Comedy,Drama,Sport",7.2,2514,29.5
"25053","tt0118589","Glitter","2001","104","Drama,Music,Romance",2.2,20776,32.5
"25055","tt0118603","American Perfekt","1997","100","Crime,Drama,Thriller",6.1,1271,45
"25057","tt0118604","An American Werewolf in Paris","1997","105","Comedy,Fantasy,Horror",5.1,21660,27.3333333333333
"25060","tt0118607","Amistad","1997","155","Drama,History",7.3,66012,45.25
"25064","tt0118615","Anaconda","1997","89","Action,Adventure,Horror",4.7,87121,41
"25067","tt0118617","Anastasia","1997","94","Adventure,Animation,Drama",7.1,102851,44
"25070","tt0118623","Anna Karenina","1997","108","Drama,Romance",6.4,5182,41
"25072","tt0118632","The Apostle","1997","134","Drama",7.2,12588,51.5
"25074","tt0118636","Apt Pupil","1998","111","Crime,Drama,Thriller",6.7,33164,31.6666666666667
"25077","tt0118644","Assassin(s)","1997","128","Crime,Drama",6.5,1832,49.5
"25079","tt0118647","The Assignment","1997","119","Action,Crime,Thriller",6.9,8321,51.3333333333333
"25082","tt0118652","The Attic Expeditions","2001","100","Comedy,Horror,Mystery",5.1,1566,35.6666666666667
"25085","tt0118655","Austin Powers: International Man of Mystery","1997","94","Adventure,Comedy",7,207046,44.5
"25087","tt0118661","The Avengers","1998","89","Action,Adventure,Sci-Fi",3.7,38883,60
"25090","tt0118663","B*A*P*S","1997","91","Comedy",4.5,4594,66
"25092","tt0118665","Baby Geniuses","1999","97","Comedy,Crime,Family",2.6,23493,53
"25094","tt0118670","Bad Day on the Block","1997","88","Drama,Thriller",5.4,1570,30
"25097","tt0118673","Bade Miyan Chote Miyan","1998","140","Action,Comedy,Musical",5.8,2348,45.5
"25099","tt0118678","Ballermann 6","1997","95","Comedy",5,2821,34.6666666666667
"25102","tt0118686","Basil","1998","113","Drama,Romance",6.1,1696,38.6666666666667
"25105","tt0118688","Batman & Robin","1997","125","Action,Sci-Fi",3.7,217999,37.6666666666667
"25108","tt0118689","Bean","1997","89","Adventure,Comedy,Family",6.4,89506,58
"25111","tt0118691","The Beautician and the Beast","1997","105","Comedy,Romance",5.4,7848,50
"25114","tt0118694","In the Mood for Love","2000","98","Drama,Romance",8.1,105574,38
"25115","tt0118696","Below Utopia","1997","88","Drama,Thriller",5,1004,34.6666666666667
"25118","tt0118698","Bent","1997","105","Drama,History,Romance",7.3,7211,42.3333333333333
"25121","tt0118702","Best Men","1997","90","Action,Comedy,Crime",5.7,2560,32
"25125","tt0118708","Beverly Hills Ninja","1997","88","Action,Comedy",5.5,35656,35
"25128","tt0118715","The Big Lebowski","1998","117","Comedy,Crime",8.1,662648,45.3333333333333
"25131","tt0118734","The Blackout","1997","98","Drama,Mystery,Thriller",5.4,2123,38
"25132","tt0118736","Six-String Samurai","1998","91","Action,Adventure,Comedy",6.7,6391,36
"25133","tt0118742","Bliss","1997","103","Drama,Romance",6.1,1919,44
"25136","tt0118744","Hush","1998","96","Drama,Thriller",5.3,8979,29
"25137","tt0118747","Blues Brothers 2000","1998","123","Action,Comedy,Crime",4.8,29655,46
"25140","tt0118749","Boogie Nights","1997","155","Drama",7.9,219577,42.6666666666667
"25143","tt0118750","Booty Call","1997","79","Comedy,Romance",5.4,7667,32
"25145","tt0118751","Border","1997","176","Action,Drama,History",7.9,12040,34.5
"25149","tt0118755","The Borrowers","1997","89","Adventure,Comedy,Family",5.9,18673,43.6666666666667
"25152","tt0118756","On Guard","1997","128","Adventure,Drama",7,3074,42
"25155","tt0118760","The Boxer","1997","113","Drama,Romance,Sport",7.1,17214,40
"25156","tt0118763","The Boys Club","1996","90","Adventure,Crime,Drama",6.4,1060,20.5
"25160","tt0118764","Les Boys","1997","107","Comedy,Drama,Sport",6.6,1943,43.5
"25164","tt0118767","Brother","1997","96","Crime,Drama,Romance",8,14189,36
"25166","tt0118768","The Brave","1997","123","Drama",6.4,8660,54
"25169","tt0118771","Breakdown","1997","93","Action,Crime,Drama",6.9,44360,49.6666666666667
"25172","tt0118772","Breaking Up","1997","90","Comedy,Drama,Romance",4.9,2587,35
"25174","tt0118785","Junk Mail","1997","83","Comedy,Thriller",6.8,1920,43
"25175","tt0118787","Buddy","1997","84","Adventure,Comedy,Drama",4.8,2355,39.5
"25177","tt0118788","Lucky Star","1997","110","Drama",7.4,2036,36
"25179","tt0118789","Buffalo '66","1998","110","Comedy,Crime,Drama",7.5,42836,50.3333333333333
"25182","tt0118798","Bulworth","1998","108","Comedy,Drama,Romance",6.8,23731,59.5
"25184","tt0118799","Life Is Beautiful","1997","116","Comedy,Drama,Romance",8.6,552485,41.3333333333333
"25187","tt0118804","The Butcher Boy","1997","110","Comedy,Drama",7.2,8659,26
"25190","tt0118818","Career Girls","1997","83","Comedy,Drama",7.2,4643,32
"25191","tt0118819","Live Flesh","1997","103","Drama",7.4,25954,25
"25193","tt0118826","The Castle","1997","85","Comedy,Drama",7.7,13785,34.3333333333333
"25196","tt0118829","Cats Don't Dance","1997","75","Animation,Comedy,Family",6.9,6495,43
"25197","tt0118834","Those Who Love Me Can Take the Train","1998","122","Drama,Romance",6.6,1732,50.6666666666667
"25200","tt0118836","Chairman of the Board","1998","95","Comedy",2.4,5578,39
"25202","tt0118842","Chasing Amy","1997","113","Comedy,Drama,Romance",7.3,125383,24
"25205","tt0118843","Black Cat, White Cat","1998","127","Comedy,Crime,Romance",8.1,47040,33
"25206","tt0118845","Happy Together","1997","96","Drama,Romance",7.8,19305,32.3333333333333
"25209","tt0118851","Chinese Box","1997","99","Drama,Romance",6.3,2958,52
"25211","tt0118852","Chinese Coffee","2000","99","Drama",7.2,3508,62.5
"25213","tt0118859","City of Industry","1997","97","Crime,Drama,Thriller",6.2,5408,39.6666666666667
"25216","tt0118863","Clay Pigeons","1998","104","Comedy,Crime",6.6,10125,28.6666666666667
"25219","tt0118864","Operation Delta Force 3: Clear Target","1998","94","Action",6.4,2307,39.6666666666667
"25222","tt0118880","Con Air","1997","115","Action,Crime,Thriller",6.8,257058,38
"25226","tt0118883","Conspiracy Theory","1997","135","Action,Mystery,Thriller",6.7,87404,46
"25229","tt0118884","Contact","1997","150","Drama,Mystery,Sci-Fi",7.4,235461,49.6666666666667
"25232","tt0118887","Cop Land","1997","105","Crime,Drama,Thriller",6.9,79402,51.5
"25236","tt0118892","Dangerous Beauty","1998","111","Biography,Drama,Romance",7.3,14895,41.6666666666667
"25239","tt0118894","Cousin Bette","1998","108","Comedy,Drama,Romance",6.2,2394,56
"25240","tt0118900","Gang Related","1997","111","Action,Crime,Drama",6.5,7307,37.3333333333333
"25243","tt0118901","Critical Care","1997","107","Comedy,Drama",6,1635,37
"25244","tt0118906","Csinibaba","1997","100","Comedy,Musical",7.5,1732,39.6666666666667
"25247","tt0118925","Dancer, Texas Pop. 81","1998","97","Comedy,Drama,Family",6.8,2265,23.75
"25251","tt0118926","The Dancer Upstairs","2002","132","Crime,Drama,Thriller",7,6086,30
"25253","tt0118927","Dangerous Ground","1997","95","Action,Crime,Drama",4.5,1775,38
"25255","tt0118928","Dante's Peak","1997","108","Action,Adventure,Thriller",5.9,73649,29
"25257","tt0118929","Dark City","1998","100","Mystery,Sci-Fi,Thriller",7.7,177282,37
"25260","tt0118930","The Dark Side of the Sun","1988","101","Drama,Romance",5.5,3138,35
"25262","tt0118954","Deconstructing Harry","1997","96","Comedy",7.4,39808,62
"25263","tt0118956","Deep Rising","1998","106","Action,Adventure,Horror",6,30778,45.3333333333333
"25266","tt0118957","Deewana Mastana","1997","140","Comedy,Romance",6.7,2070,38.3333333333333
"25269","tt0118966","Desperate Measures","1998","100","Action,Crime,Drama",6.1,15065,47
"25272","tt0118971","The Devil's Advocate","1997","144","Drama,Mystery,Thriller",7.5,301727,47
"25275","tt0118972","The Devil's Own","1997","111","Action,Crime,Drama",6.1,53619,46
"25278","tt0118976","Didier","1997","105","Comedy,Fantasy,Sport",6.2,3221,46
"25279","tt0118980","Digging to China","1997","98","Drama",6.9,2365,39
"25280","tt0118983","Dil To Pagal Hai","1997","179","Comedy,Drama,Musical",7.1,18964,31
"25282","tt0118996","Dobermann","1997","103","Action,Crime,Thriller",6.6,15840,37.5
"25284","tt0118998","Doctor Dolittle","1998","85","Comedy,Family,Fantasy",5.4,85976,54.75
"25288","tt0119004","Don's Plum","2001","89","Comedy,Drama",5.8,3741,27
"25292","tt0119008","Donnie Brasco","1997","127","Biography,Crime,Drama",7.8,255059,44.75
"25296","tt0119013","Double Team","1997","93","Action,Comedy,Sci-Fi",4.7,29199,43
"25300","tt0119019","Dream with the Fishes","1997","97","Comedy,Drama",7,1639,26
"25301","tt0119038","Le Dîner de Cons","1998","80","Comedy",7.7,34429,50.75
"25305","tt0119051","The Edge","1997","117","Action,Adventure,Drama",6.9,63501,44.3333333333333
"25308","tt0119052","The Education of Little Tree","1997","116","Drama",7.3,1453,34
"25310","tt0119053","Almost Heroes","1998","90","Adventure,Comedy,Western",5.8,14624,31
"25314","tt0119054","Eight Days a Week","1997","92","Comedy,Romance",6.3,2792,36
"25316","tt0119055","The Eighteenth Angel","1997","95","Horror,Mystery,Thriller",4.9,1452,39.5
"25318","tt0119062","The End of Violence","1997","122","Drama,Thriller",5.6,4475,44
"25319","tt0119072","The First Semester","1997","95","Comedy",2,1310,26.5
"25321","tt0119079","Onegin","1999","106","Drama,Romance",6.9,7061,33.5
"25323","tt0119080","Eve's Bayou","1997","109","Drama",7.3,7794,49
"25324","tt0119081","Event Horizon","1997","96","Horror,Sci-Fi,Thriller",6.7,143262,43
"25326","tt0119084","The Ex","1996","87","Thriller",5.6,1009,48
"25327","tt0119086","Excess Baggage","1997","101","Action,Comedy,Crime",5.3,12008,47
"25330","tt0119092","Face","1997","105","Crime,Drama,Thriller",6.7,4013,39.6666666666667
"25333","tt0119094","Face/Off","1997","138","Action,Crime,Sci-Fi",7.3,325659,33.6666666666667
"25336","tt0119095","FairyTale: A True Story","1997","99","Drama,Family,Fantasy",6.5,5208,48
"25338","tt0119097","Fakin' Da Funk","1997","89","Comedy",7.1,2103,37
"25340","tt0119098","Fall","1997","93","Drama,Romance",6.1,1631,32.5
"25342","tt0119099","Fallen","1998","124","Action,Crime,Drama",7,68635,51
"25345","tt0119109","Fathers' Day","1997","98","Comedy,Romance",5.2,13765,47.5
"25347","tt0119114","Fever Pitch","1997","102","Comedy,Drama,Romance",6.7,9457,25.5
"25349","tt0119115","Fierce Creatures","1997","93","Comedy",6.4,21795,54
"25352","tt0119116","The Fifth Element","1997","126","Action,Adventure,Sci-Fi",7.7,402896,49
"25355","tt0119123","Fire Down Below","1997","105","Action,Drama,Thriller",5,15610,50.3333333333333
"25358","tt0119125","Firelight","1997","103","Drama,Romance",7.3,3849,38.5
"25360","tt0119137","Flubber","1997","93","Comedy,Family,Sci-Fi",5.2,77943,42.6666666666667
"25363","tt0119141","Fools Rush In","1997","109","Comedy,Drama,Romance",6.1,30446,33
"25366","tt0119142","For Richer or Poorer","1997","115","Comedy",5.8,9282,48
"25369","tt0119152","Free Willy 3: The Rescue","1997","86","Adventure,Drama,Family",4.7,8543,29.3333333333333
"25372","tt0119164","The Full Monty","1997","91","Comedy,Drama",7.2,92728,32.5
"25376","tt0119167","Funny Games","1997","108","Crime,Drama,Horror",7.6,56424,30.6666666666667
"25379","tt0119169","Fuochi d'artificio","1997","100","Comedy,Romance",5.9,1100,32
"25381","tt0119173","G.I. Jane","1997","125","Action,Drama,War",5.9,68859,38
"25383","tt0119174","The Game","1997","129","Drama,Mystery,Thriller",7.8,314716,46.3333333333333
"25386","tt0119177","Gattaca","1997","106","Drama,Sci-Fi,Thriller",7.8,260194,41.3333333333333
"25389","tt0119190","George of the Jungle","1997","92","Action,Adventure,Comedy",5.5,65398,40.3333333333333
"25392","tt0119196","The Gingerbread Man","1998","114","Crime,Mystery,Thriller",5.8,10014,35.5
"25394","tt0119204","Glasblåsarns barn","1998","110","Drama,Family",6.2,1157,28
"25396","tt0119209","Going All the Way","1997","103","Comedy,Drama",5.7,1743,26.5
"25398","tt0119210","Switchback","1997","118","Crime,Mystery,Thriller",6.4,11488,47
"25400","tt0119214","Gone Fishin'","1997","94","Comedy,Crime",4.7,8820,52.5
"25402","tt0119215","Good Burger","1997","95","Comedy,Family",5.7,23813,38.75
"25406","tt0119217","Good Will Hunting","1997","126","Drama,Romance",8.3,765899,36
"25410","tt0119219","Goodbye Lover","1998","102","Comedy,Crime,Mystery",5.7,3371,35
"25411","tt0119223","Great Expectations","1998","111","Drama,Romance",6.8,48351,36.3333333333333
"25414","tt0119225","Gridlock'd","1997","91","Comedy,Crime,Drama",7,13717,36.3333333333333
"25417","tt0119227","Snow White: A Tale of Terror","1997","100","Fantasy,Horror",6.3,9281,40
"25419","tt0119229","Grosse Pointe Blank","1997","107","Action,Comedy,Crime",7.4,82201,38
"25421","tt0119237","Gummo","1997","89","Comedy,Drama",6.7,29144,14
"25422","tt0119239","Gupt: The Hidden Truth","1997","173","Action,Crime,Drama",7.4,4086,45
"25424","tt0119247","1 chance sur 2","1998","104","Action,Adventure,Comedy",5.8,2187,64
"25426","tt0119248","Steam: The Turkish Bath","1997","94","Drama,Romance",6.9,5780,47
"25429","tt0119249","Commander Hamilton","1998","127","Action,Adventure,Crime",5.9,3877,42.3333333333333
"25432","tt0119250","Fireworks","1997","103","Crime,Drama,Romance",7.8,24803,43.3333333333333
"25435","tt0119256","Hard Eight","1996","102","Crime,Drama",7.2,35481,48
"25438","tt0119263","The River","1997","115","Drama,Romance",7.4,2325,50.5
"25440","tt0119272","Heaven's Burning","1997","96","Action,Crime,Drama",5.7,1739,51.5
"25442","tt0119273","Heavy Metal 2000","2000","88","Action,Adventure,Animation",5.4,7208,47.5
"25444","tt0119279","Bleeders","1997","94","Horror",3.8,2454,34
"25445","tt0119280","Mrs Brown","1997","101","Biography,Drama,History",7.3,12510,57.6666666666667
"25448","tt0119282","Hercules","1997","93","Adventure,Animation,Comedy",7.3,182076,34
"25451","tt0119285","Hero No. 1","1997","134","Comedy,Drama,Musical",6.1,2083,47
"25454","tt0119303","Home Alone 3","1997","102","Comedy,Crime,Family",4.4,94738,32.3333333333333
"25457","tt0119304","Home Fries","1998","91","Comedy,Drama,Romance",5,7693,27
"25459","tt0119305","Homegrown","1998","102","Comedy,Crime,Drama",5.8,4338,43.3333333333333
"25462","tt0119311","Hoodlum","1997","130","Crime,Drama",6.3,9832,37.6666666666667
